id,_URI,instanceID,_PARENT_AURI,fh_1355_rr_c,fh_1355_rr_nc,fh_1355_rr_n,fh_13_55,fh_13_56,fh_13_56_1n,fh_13_56_2n,fh_13_56_3n_a,fh_13_56_3n_b,fh_13_57,fh_13_58,fh_13_59,fh_13_60,fh_13_61,fh_13_61_other,rta_form_id
746,uuid:6a59a723-73cd-478e-afb5-4d6120eb3b34,uuid:9334ddcb-d659-4643-b42a-932517ba48c9,uuid:9334ddcb-d659-4643-b42a-932517ba48c9,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
747,uuid:6a5d35ff-f042-4980-ae98-6e2e43906a61,uuid:c0acdaa6-2a5a-4087-b009-01bab80b26b7,uuid:c0acdaa6-2a5a-4087-b009-01bab80b26b7,1,st,"",1,0,0,0,0,0,1,8,1,0,"","",ML_FH_Household_Full_G2
748,uuid:6a65827a-1282-4bee-86bb-c86595e1035c,uuid:8fbfb853-164f-42c8-a5e7-0a0c92ac3dac,uuid:8fbfb853-164f-42c8-a5e7-0a0c92ac3dac,1,st,"",3,0,0,0,0,0,1,0,0,1,96,"Traditional drop of medicinal charm called tohantall.",ML_FH_Household_Full_G2
749,uuid:6a6ca75e-fc04-4386-aadb-e13938b1f113,uuid:f3c72cdc-da71-410a-95a0-9093770fbefb,uuid:f3c72cdc-da71-410a-95a0-9093770fbefb,1,st,"",1,0,0,0,0,0,1,4,1,0,"","",ML_FH_Household_Full_G2
750,uuid:6a715b65-668b-4187-8635-82b6abbdbe88,uuid:e2d78466-5381-4d13-9081-0a8a009da1a5,uuid:e2d78466-5381-4d13-9081-0a8a009da1a5,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
751,uuid:6a7ebc7d-72a3-4bd6-a986-d6d7ada617f5,uuid:22d625a9-2fdb-4110-9791-0e159e320bf5,uuid:22d625a9-2fdb-4110-9791-0e159e320bf5,1,st,"",3,0,0,0,0,0,1,5,0,0,"","",ML_FH_Household_Full_G2
752,uuid:6aa66036-a8a0-4aae-bf8a-e47b6e71309b,uuid:fa0d20b3-397f-4dc7-97b1-66041cfc52dd,uuid:fa0d20b3-397f-4dc7-97b1-66041cfc52dd,1,st,"",4,1,1,0,1,1,1,100,0,1,1,"",ML_FH_Household_Full_G2
753,uuid:6ae001d6-679d-4020-b0e9-cfea83db0446,uuid:b4519402-cb89-4928-a122-f3d61f779dc8,uuid:b4519402-cb89-4928-a122-f3d61f779dc8,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
754,uuid:6b0554ec-58b7-4fab-8fa2-095218da1706,uuid:61106090-be9a-4f21-afdc-369ea19c34b1,uuid:61106090-be9a-4f21-afdc-369ea19c34b1,1,st,"",2,1,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
755,uuid:6b187af3-9324-459f-b50e-1d5bf4778f95,uuid:08571f3a-8472-4de3-b11a-8d66b6510c6c,uuid:08571f3a-8472-4de3-b11a-8d66b6510c6c,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
756,uuid:6b40a5d3-6568-4836-96c8-7d393010e3b7,uuid:3e15b4bf-52a1-4ab1-8ecb-375abb5afec2,uuid:3e15b4bf-52a1-4ab1-8ecb-375abb5afec2,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
757,uuid:6b495707-9a48-40a0-99de-4a1bb4ac4ccf,uuid:dcfd609d-393a-41d1-bdb2-89b456ec305e,uuid:dcfd609d-393a-41d1-bdb2-89b456ec305e,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
758,uuid:6b61f68e-5986-4db5-965b-5806817e6937,uuid:658b3086-0fd1-4b7a-8163-f505f11974a1,uuid:658b3086-0fd1-4b7a-8163-f505f11974a1,1,st,"",2,0,0,1,1,0,1,0,0,0,"","",ML_FH_Household_Full_G2
759,uuid:6b778cda-e9d3-481c-a5ff-6353abab5e50,uuid:8cd691b2-fcff-4221-bec7-20acaeabd4b5,uuid:8cd691b2-fcff-4221-bec7-20acaeabd4b5,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
760,uuid:6ba0883c-5b7f-4259-8084-fa15a694f665,uuid:139063ab-3d28-4c1f-b821-e4c027450af0,uuid:139063ab-3d28-4c1f-b821-e4c027450af0,1,st,"",3,0,0,0,0,0,1,4,1,0,"","",ML_FH_Household_Full_G2
761,uuid:6badf3cd-da0e-49f3-9dd6-bece341e8fab,uuid:ca4a1f00-08c0-4668-8952-43ab18ae48cc,uuid:ca4a1f00-08c0-4668-8952-43ab18ae48cc,2,nd,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
762,uuid:6bf1c6a6-225e-4312-8863-86ee37a5c576,uuid:9decfd10-f3e3-41f6-8c79-7589e96ca405,uuid:9decfd10-f3e3-41f6-8c79-7589e96ca405,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
763,uuid:6c1a240d-0a30-4055-b1ba-226d21925bd7,uuid:f9919e79-6977-42c8-8e8c-0e6ab637eec2,uuid:f9919e79-6977-42c8-8e8c-0e6ab637eec2,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
764,uuid:6c7f35b3-8ad8-4ec1-a5ac-a089afd48e50,uuid:95dd0b0c-80ff-4322-a1dd-344bc0781d1e,uuid:95dd0b0c-80ff-4322-a1dd-344bc0781d1e,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
765,uuid:6cc7fdac-3b9d-46b1-85cb-b20116e8791a,uuid:1e084fa4-5e18-4a3e-83f1-2e610efa37f0,uuid:1e084fa4-5e18-4a3e-83f1-2e610efa37f0,1,st,"",2,0,0,0,0,0,1,45,0,0,"","",ML_FH_Household_Full_G2
766,uuid:6d05b0c7-9895-4baf-a399-ee6794b768b4,uuid:b4c241b3-4786-4398-88cb-ac69b644bbaa,uuid:b4c241b3-4786-4398-88cb-ac69b644bbaa,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
767,uuid:6d146e14-a036-4af4-aca6-b858c3b32317,uuid:3ec1f351-d930-4ebf-8fb7-e7bdf7db8abf,uuid:3ec1f351-d930-4ebf-8fb7-e7bdf7db8abf,1,st,"",3,1,0,0,0,0,1,100,1,0,"","",ML_FH_Household_Full_G2
768,uuid:6d2ebd2f-0e94-4e6a-9eb4-1f4474daec38,uuid:c3be7e57-2fa0-4a76-97f5-79550a42dbfb,uuid:c3be7e57-2fa0-4a76-97f5-79550a42dbfb,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
769,uuid:6d6bf3ce-1876-41e9-a9bc-b9451756889c,uuid:c0026b4b-3f4d-4b86-a853-6b1bf809a052,uuid:c0026b4b-3f4d-4b86-a853-6b1bf809a052,1,st,"",3,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
770,uuid:6da417bb-0a13-4191-9017-f64775f730cb,uuid:4e6a8f05-1084-4b0b-977e-c9801e7b7455,uuid:4e6a8f05-1084-4b0b-977e-c9801e7b7455,1,st,"",3,0,0,0,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
771,uuid:6db69cc3-006e-4f44-87eb-84b3901324a7,uuid:ef429de2-2868-4305-beb5-5a8c11da6d53,uuid:ef429de2-2868-4305-beb5-5a8c11da6d53,1,st,"",3,0,0,0,0,0,1,3,1,0,"","",ML_FH_Household_Full_G2
772,uuid:6ddd9a4c-eda3-4819-ad2f-f634d5d447ef,uuid:c1a5fee6-bdde-4817-8562-5748ce3c5b74,uuid:c1a5fee6-bdde-4817-8562-5748ce3c5b74,1,st,"",5,0,1,1,0,0,1,30,0,0,"","",ML_FH_Household_Full_G2
773,uuid:6e5b0695-08b2-483e-be9d-963869a35a7d,uuid:f2ee04ed-a6c5-468f-a718-e5202e8d7586,uuid:f2ee04ed-a6c5-468f-a718-e5202e8d7586,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
774,uuid:6e84fc48-8239-41fe-94f5-1b830f97fe6b,uuid:64859a38-3e30-46ab-b3d3-ebacbfc2c99c,uuid:64859a38-3e30-46ab-b3d3-ebacbfc2c99c,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
775,uuid:6e8fd02c-07c4-4980-8a80-bd9ffd263deb,uuid:e063f183-8d49-4bfa-a50d-8488247fe6d3,uuid:e063f183-8d49-4bfa-a50d-8488247fe6d3,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
776,uuid:6f019489-ce8f-4021-9734-021576409377,uuid:1055bad4-3b45-470f-b6eb-e76dfc9c954c,uuid:1055bad4-3b45-470f-b6eb-e76dfc9c954c,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
777,uuid:6f09d6d9-5a53-4ebd-98c5-2285dbb32c02,uuid:6d674c58-2c06-4978-9221-5dd8681b2389,uuid:6d674c58-2c06-4978-9221-5dd8681b2389,1,st,"",1,0,0,0,0,0,1,25,1,1,"3 4","",ML_FH_Household_Full_G2
778,uuid:6f15b875-983a-463a-ae80-eb16211e3ee5,uuid:b23fd928-bccd-4a00-aa63-bacf08a0e9fd,uuid:b23fd928-bccd-4a00-aa63-bacf08a0e9fd,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
779,uuid:6fb0c33a-87fb-4c39-863f-2b2148babe86,uuid:da3286f5-4a41-4185-9f52-0fbd644a7d4d,uuid:da3286f5-4a41-4185-9f52-0fbd644a7d4d,1,st,"",3,0,0,0,0,0,1,30,1,0,"","",ML_FH_Household_Full_G2
780,uuid:6fd2e2c2-3054-4b71-8822-5ce279ffdc34,uuid:70a07b82-a802-41d7-9357-bb1157769693,uuid:70a07b82-a802-41d7-9357-bb1157769693,1,st,"",2,0,0,0,0,0,1,0,0,1,2,"",ML_FH_Household_Full_G2
781,uuid:6feca807-9f5e-4a07-ab63-32b3ffec1623,uuid:239c9b18-9323-4a61-864a-a6ac6abe431a,uuid:239c9b18-9323-4a61-864a-a6ac6abe431a,1,st,"",3,0,1,0,0,1,1,0,0,0,"","",ML_FH_Household_Full_G2
782,uuid:6ff280f1-077b-4b47-8217-f3b01521fc85,uuid:6521badf-5e51-4427-9560-7c38e0e1cfe7,uuid:6521badf-5e51-4427-9560-7c38e0e1cfe7,1,st,"",3,0,0,0,0,0,1,0,0,1,3,"",ML_FH_Household_Full_G2
783,uuid:6ffaaf1b-2bda-415b-9af8-c4d378bac500,uuid:aba8b6b0-9e44-4030-b753-e983e1565886,uuid:aba8b6b0-9e44-4030-b753-e983e1565886,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
784,uuid:700fce00-9991-447a-b5a3-f102a8ef7b53,uuid:562477ce-5d8f-4c67-ad9d-083294e40da8,uuid:562477ce-5d8f-4c67-ad9d-083294e40da8,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
785,uuid:70123508-06ac-4bd6-a474-d79fd545c90e,uuid:5cb9ac67-b0f2-4ece-8c3a-336192caef83,uuid:5cb9ac67-b0f2-4ece-8c3a-336192caef83,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
786,uuid:7069dd4a-31a8-4b4a-8046-7991f3aac46d,uuid:ecabb9cb-e3bf-4217-9cd1-153ecb99933b,uuid:ecabb9cb-e3bf-4217-9cd1-153ecb99933b,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
787,uuid:707aef3d-e790-4dd0-83fa-474b160c7089,uuid:f2787384-c17e-42a4-8b4e-c4569d6f85fc,uuid:f2787384-c17e-42a4-8b4e-c4569d6f85fc,1,st,"",4,0,0,1,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
788,uuid:707daa20-7078-42d2-a0a7-84a35a159886,uuid:644b465b-1da9-4d02-9fdf-423c82768554,uuid:644b465b-1da9-4d02-9fdf-423c82768554,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
789,uuid:7084f3ce-9d94-4c0f-b1b6-886450f28e2e,uuid:53393d37-2aa7-4ce5-8957-6c80d0049770,uuid:53393d37-2aa7-4ce5-8957-6c80d0049770,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
790,uuid:708521d8-624c-47dd-8cf1-47e240b4da51,uuid:2b37d9a7-8742-4cc6-807d-47165226ad57,uuid:2b37d9a7-8742-4cc6-807d-47165226ad57,1,st,"",3,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
791,uuid:70a35b36-2f91-4c9d-aafa-0cc77b7edc71,uuid:070a1ca2-5e1b-4b15-ae88-92f3c41335aa,uuid:070a1ca2-5e1b-4b15-ae88-92f3c41335aa,2,nd,"",5,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
792,uuid:70af9509-df0b-4c29-b9f0-d4ce31f90ed5,uuid:292a848f-577b-4688-aa57-88007cd586e5,uuid:292a848f-577b-4688-aa57-88007cd586e5,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
793,uuid:70b52ce9-95c6-4281-a604-64c7d02634ed,uuid:a74f2eaf-e58a-4183-ac32-364ac0a270c0,uuid:a74f2eaf-e58a-4183-ac32-364ac0a270c0,1,st,"",3,0,0,0,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
794,uuid:70ca4e76-b96e-44d7-923d-1c65cf2bdbc6,uuid:70d06df8-930a-4d78-b33d-b9d6b6cd2793,uuid:70d06df8-930a-4d78-b33d-b9d6b6cd2793,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
795,uuid:70de042b-925f-47ed-89e4-9139033f21dd,uuid:f71a1fb5-5df2-4c47-a9ec-7dde6412df2e,uuid:f71a1fb5-5df2-4c47-a9ec-7dde6412df2e,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
796,uuid:70fa4c38-24f7-4d1a-9683-22cf201f57a6,uuid:a6dbe6c7-d05a-4cf2-81be-bf7a4a561d94,uuid:a6dbe6c7-d05a-4cf2-81be-bf7a4a561d94,1,st,"",4,0,1,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
797,uuid:711854c4-5239-4e47-b145-210e9e0e5434,uuid:b0a35dd5-2f7b-49d2-ba24-ff3eebb43285,uuid:b0a35dd5-2f7b-49d2-ba24-ff3eebb43285,1,st,"",5,0,0,0,0,0,1,25,0,0,"","",ML_FH_Household_Full_G2
798,uuid:7152e0ac-e590-4268-a1b3-92705bb4b559,uuid:e01ce328-8f14-490d-82ee-1aea5052955e,uuid:e01ce328-8f14-490d-82ee-1aea5052955e,1,st,"",3,1,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
799,uuid:7166284f-cdbf-4da5-899d-ceacd3465c75,uuid:a288d860-a20b-4e5a-8ab4-49aa22958637,uuid:a288d860-a20b-4e5a-8ab4-49aa22958637,1,st,"",5,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
800,uuid:7187f3b2-e7fd-4535-892b-1300f2ff0808,uuid:f5243d26-99a4-4128-a80b-5ac255f3f510,uuid:f5243d26-99a4-4128-a80b-5ac255f3f510,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
801,uuid:71d9a2d0-c237-4b9f-992e-dd5b2e4ab9e4,uuid:50d3343a-3bfe-4ea3-b1e0-aaa8673f96f5,uuid:50d3343a-3bfe-4ea3-b1e0-aaa8673f96f5,1,st,"",1,1,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
802,uuid:7227600f-ed10-40c9-bda1-0f1babe52de9,uuid:b8dd03f0-6613-45cb-9a36-9aa8380a2f16,uuid:b8dd03f0-6613-45cb-9a36-9aa8380a2f16,1,st,"",5,0,0,0,0,0,1,0,0,1,96,"Water from the marabout (tohantal)",ML_FH_Household_Full_G2
803,uuid:722b5514-de2e-4021-ad07-54c6dae4c860,uuid:cfd6f236-eeb1-466c-b964-7f9d91d9c216,uuid:cfd6f236-eeb1-466c-b964-7f9d91d9c216,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
804,uuid:725ef495-5eaf-4b99-b650-27016c8ae0f6,uuid:0acf3fe5-9a17-40fe-b598-33f79f397fe0,uuid:0acf3fe5-9a17-40fe-b598-33f79f397fe0,1,st,"",3,0,0,0,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
805,uuid:73a3741e-c64b-48f0-9094-68c5b4361174,uuid:3f8ffc9c-0d61-45fb-821e-e1224ab27129,uuid:3f8ffc9c-0d61-45fb-821e-e1224ab27129,1,st,"",1,0,0,0,0,0,1,2,0,1,96,Tohantal,ML_FH_Household_Full_G2
806,uuid:73cc194f-c528-4808-b2a9-fe5158f83177,uuid:5cc2d114-dad6-483c-8947-23a7ec5bfa37,uuid:5cc2d114-dad6-483c-8947-23a7ec5bfa37,1,st,"",2,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
807,uuid:73cd5f04-e5ef-4291-aec1-e3116c85024e,uuid:1cb2279c-89fd-4b5e-bcfb-8fab8acfa6df,uuid:1cb2279c-89fd-4b5e-bcfb-8fab8acfa6df,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
808,uuid:741cd8bf-6fc4-4bab-a27f-ec49d9ee2715,uuid:d721fe51-d0dd-478a-ab71-c8841240ac52,uuid:d721fe51-d0dd-478a-ab71-c8841240ac52,1,st,"",3,1,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
809,uuid:746b9b6a-524f-4b6b-8287-73e4f97a4672,uuid:a6c01bf8-8274-4c2b-8c7c-8c915561d7f2,uuid:a6c01bf8-8274-4c2b-8c7c-8c915561d7f2,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
810,uuid:7473c9b8-c6e4-4046-9a12-617f0294a279,uuid:83ff6e58-1809-403e-8c89-a0b540b72009,uuid:83ff6e58-1809-403e-8c89-a0b540b72009,2,nd,"",5,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
811,uuid:748e6a32-1394-48a0-8e79-4b7005708ed8,uuid:91dcbf51-c7c0-4128-924a-aadbc89c05e3,uuid:91dcbf51-c7c0-4128-924a-aadbc89c05e3,1,st,"",3,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
812,uuid:74a06615-a41a-4234-b163-9887b46da772,uuid:22a858a9-ace9-453f-b3ff-988e0d6c7eb3,uuid:22a858a9-ace9-453f-b3ff-988e0d6c7eb3,1,st,"",3,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
813,uuid:74cd4863-403d-479e-b3dc-211d45a14cda,uuid:3ab0c68f-c5a8-4c5a-b8d1-d37448493893,uuid:3ab0c68f-c5a8-4c5a-b8d1-d37448493893,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
814,uuid:75282666-ef86-4d87-8a25-58a27a1e0648,uuid:ff046721-2545-496d-aa69-79f61cc3dd88,uuid:ff046721-2545-496d-aa69-79f61cc3dd88,1,st,"",3,0,0,0,1,1,1,0,0,0,"","",ML_FH_Household_Full_G2
815,uuid:7529db83-3d97-4383-adec-7ef4e6ec32c4,uuid:e42b3b61-16b4-4799-816d-b6c4af93bd61,uuid:e42b3b61-16b4-4799-816d-b6c4af93bd61,1,st,"",2,0,0,0,0,1,1,0,0,0,"","",ML_FH_Household_Full_G2
816,uuid:7557bb33-bea4-4b2e-878f-9536ee322d38,uuid:1e0d61aa-2309-4fe2-a885-8b88a110ac0b,uuid:1e0d61aa-2309-4fe2-a885-8b88a110ac0b,1,st,"",2,0,0,0,0,0,1,0,0,1,"1 96","Spiritual water",ML_FH_Household_Full_G2
817,uuid:755bbc6e-0223-4ad2-8db1-c79f9b9d8a2e,uuid:10f88540-6ec1-4bb1-918a-7dc1957cc022,uuid:10f88540-6ec1-4bb1-918a-7dc1957cc022,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
818,uuid:758215bf-6a27-4488-89dc-0e6b8dcb7074,uuid:2f82bb49-cc08-4559-8bca-cacb56d17a45,uuid:2f82bb49-cc08-4559-8bca-cacb56d17a45,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
819,uuid:75cfc4a5-fdb7-4d75-a292-53025a8fa3d3,uuid:106b5972-9cc4-4832-94fb-aa4d0c936e7f,uuid:106b5972-9cc4-4832-94fb-aa4d0c936e7f,1,st,"",5,0,0,0,0,0,1,25,1,0,"","",ML_FH_Household_Full_G2
820,uuid:75d08ea9-7f12-4024-98e1-1b6d38fd6d4a,uuid:b1dfa322-4a19-4a71-85bf-60780dd2fa3b,uuid:b1dfa322-4a19-4a71-85bf-60780dd2fa3b,1,st,"",1,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
821,uuid:7609edeb-97de-44ab-b2ec-4d133d0af4f6,uuid:fdf0c307-f5b5-4c86-b7a3-5afc226a2cb1,uuid:fdf0c307-f5b5-4c86-b7a3-5afc226a2cb1,1,st,"",2,0,1,1,0,0,1,0,0,1,96,"Traditional medicinal drop called tohental.",ML_FH_Household_Full_G2
822,uuid:7644d4d1-612c-414e-8ac0-79509b3130d1,uuid:2f512449-d091-411d-893d-a637c51ecbfc,uuid:2f512449-d091-411d-893d-a637c51ecbfc,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
823,uuid:7651f239-9454-486d-8f8c-a9bea7b7c562,uuid:49d13e02-d445-471f-a6aa-e243cd3672ca,uuid:49d13e02-d445-471f-a6aa-e243cd3672ca,1,st,"",1,0,0,1,0,0,1,3,0,1,"2 96","Water with herbs",ML_FH_Household_Full_G2
824,uuid:769f5b52-734c-4bff-a609-b5472623c903,uuid:50116d94-0680-4ad8-bb6c-59ed5f15300d,uuid:50116d94-0680-4ad8-bb6c-59ed5f15300d,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
825,uuid:76a7b057-c2fe-4751-94d3-0d28fb01c393,uuid:71ca1713-9551-4f12-88c6-e9c20aff58d1,uuid:71ca1713-9551-4f12-88c6-e9c20aff58d1,1,st,"",1,0,0,0,0,0,1,60,0,0,"","",ML_FH_Household_Full_G2
826,uuid:76dbf55b-5d97-424a-ab0b-3367d7d174d2,uuid:2c90cf4d-9fc9-422e-a167-1eb2cd1d5997,uuid:2c90cf4d-9fc9-422e-a167-1eb2cd1d5997,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
827,uuid:7779fe47-b288-4ef0-903a-409d1fd27dac,uuid:bf740c38-69e6-4394-bcb4-cf87bfee12e7,uuid:bf740c38-69e6-4394-bcb4-cf87bfee12e7,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
828,uuid:77818955-3362-4e15-8f9c-0dc7126ad870,uuid:cd8fc891-0d11-47a3-96d2-9d66a5c2a265,uuid:cd8fc891-0d11-47a3-96d2-9d66a5c2a265,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
829,uuid:77d10cf1-1f64-4b86-861f-88ad078bc4fd,uuid:56265e33-253b-45e6-9ae8-dbab30ad2686,uuid:56265e33-253b-45e6-9ae8-dbab30ad2686,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
830,uuid:77e1530b-6a84-45ff-be4a-ed62030c1ecd,uuid:6d943c3a-1ccd-44ad-8ef7-dcdbb0ceb84c,uuid:6d943c3a-1ccd-44ad-8ef7-dcdbb0ceb84c,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
831,uuid:77eb5371-6d52-4ddf-9d4f-2c0646193c88,uuid:1e0eaaf4-b6ec-4ec4-bb9b-7b55a2a4812e,uuid:1e0eaaf4-b6ec-4ec4-bb9b-7b55a2a4812e,1,st,"",3,0,0,0,0,0,1,2,0,1,4,"",ML_FH_Household_Full_G2
832,uuid:77f186ae-7b37-46ac-9847-041fc4110ea5,uuid:e96d04bd-61e5-402d-8218-f69352c6e314,uuid:e96d04bd-61e5-402d-8218-f69352c6e314,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
833,uuid:7808a8f6-1ec5-43c0-886c-c42334d4e183,uuid:33e8dc35-64f8-42c7-bf82-25858323449e,uuid:33e8dc35-64f8-42c7-bf82-25858323449e,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
834,uuid:783787af-c54b-4daa-9024-0db0a64dd3c8,uuid:35217598-10a2-40fa-a08f-cc67a0f2b149,uuid:35217598-10a2-40fa-a08f-cc67a0f2b149,1,st,"",4,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
835,uuid:785e6497-fe5d-443e-b519-b9b5667ea2eb,uuid:7329e33a-476d-448f-86d7-94645d277f56,uuid:7329e33a-476d-448f-86d7-94645d277f56,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
836,uuid:78d314b6-a906-4604-a699-a5dd1e158e96,uuid:9ab66e1a-4525-462b-9945-d4d0ee98609a,uuid:9ab66e1a-4525-462b-9945-d4d0ee98609a,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
837,uuid:78f0db62-8a41-49db-aae2-d26e7b793a34,uuid:6ba39b5f-c119-4f20-86ba-bc42485783b3,uuid:6ba39b5f-c119-4f20-86ba-bc42485783b3,1,st,"",1,0,0,0,0,0,1,1,1,0,"","",ML_FH_Household_Full_G2
838,uuid:78fe23f1-51a9-4ed6-88f0-7d5a04304e02,uuid:cf0286fd-22d2-4c2b-8ed8-d9e4c61a29ce,uuid:cf0286fd-22d2-4c2b-8ed8-d9e4c61a29ce,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
839,uuid:7901db1b-7255-47f0-951c-dc1fcfe35b6b,uuid:09a2e2d8-4a2e-46cb-913d-aa4287fa8f54,uuid:09a2e2d8-4a2e-46cb-913d-aa4287fa8f54,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
840,uuid:796cd48f-d6b4-4daf-a1d8-704fe83e91cb,uuid:a270d3c6-424b-4a0f-a2ab-e5b7085d1e7c,uuid:a270d3c6-424b-4a0f-a2ab-e5b7085d1e7c,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
841,uuid:7999294c-0f78-4ab6-b113-3510caa6e0d0,uuid:9ab932c6-4f07-4238-8de4-1089970ca961,uuid:9ab932c6-4f07-4238-8de4-1089970ca961,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
842,uuid:79b16bd5-4498-43e4-8ac9-3706714971b2,uuid:9a66fb6f-6c8c-43fc-9177-b1c306b823a6,uuid:9a66fb6f-6c8c-43fc-9177-b1c306b823a6,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
843,uuid:79e16be0-353f-4fae-9e21-d43204f0cc98,uuid:65ead653-ee1f-4e7d-9f52-d43491c61295,uuid:65ead653-ee1f-4e7d-9f52-d43491c61295,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
